x,y,z,date
0,0,0,2023-07-29T14:19:52.079000
0,0,0,2023-07-29T14:19:52.279000
0,0,0,2023-07-29T14:19:52.658000
0,0,0,2023-07-29T14:19:53.078000
0,0,0,2023-07-29T14:19:53.218000
0,0,0,2023-07-29T14:19:53.478000
0,0,0,2023-07-29T14:19:53.658000
0,0,0,2023-07-29T14:19:53.858000
0,0,0,2023-07-29T14:19:54.098000
0,0,0,2023-07-29T14:19:54.258000
0,0,0,2023-07-29T14:19:54.778000
0,0,0,2023-07-29T14:19:54.938000
0,0,0,2023-07-29T14:19:55.378000
0,0,0,2023-07-29T14:19:55.578000
0,0,0,2023-07-29T14:19:55.778000
0,0,0,2023-07-29T14:19:56.018000
0,0,0,2023-07-29T14:19:56.399000
0,0,0,2023-07-29T14:19:56.639000
0,0,0,2023-07-29T14:19:56.959000
0,0,0,2023-07-29T14:19:57.099000
0,0,0,2023-07-29T14:19:57.299000
0,0,0,2023-07-29T14:19:57.559000
0,0,0,2023-07-29T14:19:57.759000
0,0,0,2023-07-29T14:19:57.919000
0,0,0,2023-07-29T14:19:58.199000
0,0,0,2023-07-29T14:19:58.499000
0,0,0,2023-07-29T14:19:58.679000
0,0,0,2023-07-29T14:19:58.959000
0,0,0,2023-07-29T14:19:59.198000
0,0,0,2023-07-29T14:19:59.398000
0,0,0,2023-07-29T14:19:59.658000
0,0,0,2023-07-29T14:19:59.898000
0,0,0,2023-07-29T14:20:00.238000
0,0,0,2023-07-29T14:20:00.638000
0,0,0,2023-07-29T14:20:00.858000
0,0,0,2023-07-29T14:20:01.018000
0,0,0,2023-07-29T14:20:01.298000
0,0,0,2023-07-29T14:20:01.478000
0,0,0,2023-07-29T14:20:01.718000
0,0,0,2023-07-29T14:20:02.158000
0,0,0,2023-07-29T14:20:02.318000
0,0,0,2023-07-29T14:20:02.538000
0,0,0,2023-07-29T14:20:02.759000
0,0,0,2023-07-29T14:20:02.999000
0,0,0,2023-07-29T14:20:03.219000
0,0,0,2023-07-29T14:20:03.279000
0,0,0,2023-07-29T14:20:03.619000
0,0,0,2023-07-29T14:20:03.939000
0,0,0,2023-07-29T14:20:04.319000
0,0,0,2023-07-29T14:20:04.399000
0,0,0,2023-07-29T14:20:04.679000
0,0,0,2023-07-29T14:20:05.019000
0,0,0,2023-07-29T14:20:05.239000
0,0,0,2023-07-29T14:20:05.439000
0,0,0,2023-07-29T14:20:05.818000
0,0,0,2023-07-29T14:20:06.018000
0,0,0,2023-07-29T14:20:06.198000
0,0,0,2023-07-29T14:20:06.458000
0,0,0,2023-07-29T14:20:06.758000
0,0,0,2023-07-29T14:20:06.958000
0,0,0,2023-07-29T14:20:07.138000
0,0,0,2023-07-29T14:20:07.438000
0,0,0,2023-07-29T14:20:07.718000
0,0,0,2023-07-29T14:20:07.878000
0,0,0,2023-07-29T14:20:08.118000
0,0,0,2023-07-29T14:20:08.478000
0,0,0,2023-07-29T14:20:08.658000
0,0,0,2023-07-29T14:20:08.918000
0,0,0,2023-07-29T14:20:09.178000
0,0,0,2023-07-29T14:20:09.499000
0,0,0,2023-07-29T14:20:09.919000
0,0,0,2023-07-29T14:20:10.219000
0,0,0,2023-07-29T14:20:10.499000
0,0,0,2023-07-29T14:20:10.979000
0,0,0,2023-07-29T14:20:11.239000
0,0,0,2023-07-29T14:20:11.499000
0,0,0,2023-07-29T14:20:11.819000
0,0,0,2023-07-29T14:20:12.099000
0,0,0,2023-07-29T14:20:12.298000
0,0,0,2023-07-29T14:20:12.578000
0,0,0,2023-07-29T14:20:12.938000
0,0,0,2023-07-29T14:20:13.118000
0,0,0,2023-07-29T14:20:13.318000
0,0,0,2023-07-29T14:20:13.658000
0,0,0,2023-07-29T14:20:13.878000
0,0,0,2023-07-29T14:20:14.258000
0,0,0,2023-07-29T14:20:14.658000
0,0,0,2023-07-29T14:20:15.078000
0,0,0,2023-07-29T14:20:15.238000
0,0,0,2023-07-29T14:20:15.498000
0,0,0,2023-07-29T14:20:15.598000
0,0,0,2023-07-29T14:20:15.778000
0,0,0,2023-07-29T14:20:16.139000
0,0,0,2023-07-29T14:20:16.539000
0,0,0,2023-07-29T14:20:16.899000
0,0,0,2023-07-29T14:20:17.119000
0,0,0,2023-07-29T14:20:17.359000
0,0,0,2023-07-29T14:20:17.439000
0,0,0,2023-07-29T14:20:17.759000
0,0,0,2023-07-29T14:20:18.159000
0,0,0,2023-07-29T14:20:18.339000
0,0,0,2023-07-29T14:20:18.579000
0,0,0,2023-07-29T14:20:18.958000
0,0,0,2023-07-29T14:20:19.238000
0,0,0,2023-07-29T14:20:19.558000
0,0,0,2023-07-29T14:20:19.778000
